years_experience,education_level,job_role,performance_score,certifications_count,work_hours_per_week,salary
15.5,Bachelor's,Analyst,1.2,2,59.5,135714.66
4.8,Master's,HR,1.6,2,34.0,89159.04
12.5,Master's,Analyst,1.9,1,39.7,128833.03
5.2,Bachelor's,Manager,4.8,0,29.7,110320.65
19.8,Bachelor's,Data Scientist,1.1,1,22.2,158998.43
19.1,PhD,Data Scientist,4.2,0,25.0,187568.24
11.5,Master's,Software Engineer,4.1,1,29.5,147670.89
14.1,Master's,HR,3.0,3,59.5,141971.12
16.1,Master's,Manager,4.7,5,51.9,186077.95
14.6,Master's,Manager,1.1,2,36.8,162595.14
14.1,Bachelor's,HR,3.0,0,32.8,117804.16
19.2,Master's,Software Engineer,2.0,4,25.7,175204.88
12.1,Bachelor's,Manager,4.0,4,39.4,151989.93
12.9,PhD,Software Engineer,1.7,2,56.3,152330.55
17.1,Master's,HR,4.5,4,59.7,154884.5
13.6,PhD,HR,2.6,4,56.1,145650.21
14.8,Bachelor's,HR,1.5,4,22.6,122040.65
5.1,PhD,Manager,1.1,1,26.3,130468.54
7.7,PhD,HR,3.8,1,25.7,112990.8
3.4,Master's,Manager,4.7,0,26.5,116750.04
10.4,Bachelor's,Software Engineer,4.9,5,25.0,134232.75
9.4,Bachelor's,Analyst,4.5,1,23.9,106006.65
19.9,Master's,Software Engineer,2.6,3,34.0,173029.54
12.4,Master's,Manager,4.6,0,26.3,162334.15
15.8,Bachelor's,Data Scientist,3.6,4,25.8,148821.62
7.0,Master's,Data Scientist,1.3,4,41.0,117485.87
16.7,Master's,Analyst,1.7,2,28.1,146189.32
12.5,Bachelor's,HR,2.5,0,20.2,110614.33
14.1,Bachelor's,Software Engineer,2.2,4,47.8,152237.85
6.2,Bachelor's,Software Engineer,2.3,1,33.1,99740.11
11.2,Bachelor's,Manager,3.9,4,49.5,147567.37
12.9,Bachelor's,Analyst,1.2,4,55.7,122687.45
12.0,Master's,HR,3.4,2,57.0,134813.82
18.3,Bachelor's,Analyst,2.3,4,27.1,144082.01
18.0,Bachelor's,Data Scientist,4.5,3,46.9,169854.74
19.4,Bachelor's,Analyst,1.2,3,23.0,149266.85
13.5,PhD,HR,4.9,4,38.5,150372.25
19.5,Bachelor's,HR,1.3,4,37.1,148092.03
16.7,PhD,Software Engineer,2.7,3,28.1,163617.12
5.8,Bachelor's,Software Engineer,4.4,1,51.0,104200.46
8.8,Bachelor's,HR,2.3,0,56.5,96749.41
5.1,Master's,Software Engineer,4.4,3,30.3,108161.55
0.6,Master's,Software Engineer,4.9,2,30.0,89335.64
4.2,Master's,Software Engineer,1.5,3,27.8,96630.61
0.6,PhD,HR,2.9,0,47.5,90822.0
14.5,Bachelor's,Software Engineer,1.9,3,22.3,137442.29
8.8,Master's,Data Scientist,4.1,5,22.6,139275.16
6.6,Master's,HR,1.4,0,27.0,92706.95
15.4,PhD,Analyst,4.1,1,41.8,149412.42
16.7,Bachelor's,Manager,3.7,1,30.1,166129.24
19.5,Bachelor's,Manager,3.5,4,59.5,185809.27
13.0,Master's,Data Scientist,2.7,1,35.8,140281.77
9.5,PhD,HR,3.0,3,38.8,127332.21
6.5,Bachelor's,Analyst,1.4,2,22.6,79317.35
4.8,Bachelor's,HR,2.1,3,48.2,83024.6
4.7,Bachelor's,Analyst,4.7,1,51.5,93188.45
8.5,Master's,Analyst,2.8,2,33.4,109185.89
19.8,Bachelor's,HR,2.6,1,49.0,153353.28
0.5,Bachelor's,Software Engineer,1.2,0,29.1,66501.55
4.3,Master's,Manager,4.5,3,51.9,130876.45
4.2,Bachelor's,Software Engineer,4.0,2,41.7,101953.43
14.5,Bachelor's,Manager,1.4,5,35.9,158092.3
7.4,Bachelor's,Software Engineer,1.6,4,48.8,110112.59
9.4,Bachelor's,HR,1.5,2,44.6,95876.93
3.4,Bachelor's,HR,3.6,2,41.3,78764.23
8.4,Bachelor's,Analyst,1.6,5,28.4,104613.85
2.5,Bachelor's,Data Scientist,5.0,5,54.0,104607.58
10.9,Master's,HR,3.3,2,37.3,122926.65
2.4,Bachelor's,Manager,4.5,4,37.8,107531.27
15.9,Master's,Analyst,3.9,2,28.0,152063.17
11.5,Bachelor's,Manager,1.1,3,57.3,141227.39
14.6,Bachelor's,Software Engineer,2.7,2,42.2,137352.39
8.7,PhD,Data Scientist,2.4,1,38.5,147173.08
7.9,Bachelor's,HR,4.8,2,59.1,107725.62
2.4,Bachelor's,Software Engineer,2.4,2,34.6,74065.33
10.7,PhD,Analyst,3.7,4,21.3,132658.28
10.5,Master's,Manager,3.4,0,29.2,150439.92
9.6,Master's,Data Scientist,3.9,4,49.9,146148.34
14.9,Master's,HR,1.2,4,26.2,137357.38
16.7,Bachelor's,Manager,4.7,2,26.2,168479.54
15.1,PhD,HR,5.0,5,38.2,163776.01
3.3,PhD,HR,3.2,0,38.1,92580.63
12.6,Bachelor's,Manager,1.7,4,38.4,147732.15
2.1,Master's,HR,4.5,1,28.8,77306.49
14.0,Bachelor's,Analyst,3.6,0,26.7,124866.99
7.9,Master's,Data Scientist,3.5,5,50.8,125224.75
3.1,Bachelor's,Software Engineer,4.5,4,44.2,99098.36
17.3,Master's,Data Scientist,3.9,2,32.8,167585.4
12.5,Bachelor's,Software Engineer,4.7,5,27.9,141563.77
7.4,Master's,Analyst,4.8,1,55.1,113166.94
1.1,Bachelor's,Data Scientist,2.4,5,25.5,85578.83
11.0,Bachelor's,Analyst,1.8,0,43.4,121980.13
18.5,Master's,Manager,2.5,5,44.4,187621.77
12.1,PhD,Software Engineer,4.9,1,54.3,156524.93
19.4,Bachelor's,Manager,1.8,3,22.3,173005.74
3.2,PhD,Manager,3.4,4,32.3,116643.72
11.6,Bachelor's,Data Scientist,1.3,2,58.6,129886.57
16.1,Master's,HR,4.3,5,42.8,153298.47
10.7,Master's,HR,3.7,5,36.7,126723.6
2.3,PhD,Analyst,3.1,3,32.7,101481.23
11.9,Master's,Data Scientist,3.5,2,26.0,145578.34
12.4,Master's,Manager,1.5,4,27.5,147960.85
14.7,Bachelor's,Analyst,4.4,5,51.2,136760.95
15.3,PhD,Manager,2.4,3,29.8,181727.86
15.5,Master's,Analyst,1.7,0,28.8,134007.77
13.4,Bachelor's,Software Engineer,1.1,3,32.8,131368.77
4.7,Bachelor's,Analyst,1.2,5,50.3,93919.04
8.4,Master's,Analyst,3.7,5,36.8,121710.79
15.6,PhD,Manager,3.9,0,21.1,171870.41
19.1,Bachelor's,HR,1.6,0,40.5,140956.79
2.0,PhD,Manager,3.4,2,31.1,119138.2
10.9,Bachelor's,Data Scientist,2.9,1,38.3,122751.54
6.6,PhD,Manager,4.7,1,55.3,152579.13
4.9,Master's,HR,3.7,5,27.9,99462.79
10.4,Bachelor's,Data Scientist,3.1,0,33.5,131983.05
12.3,Bachelor's,HR,2.1,4,57.8,120390.92
0.7,Master's,Data Scientist,2.8,1,50.9,91772.85
15.7,Master's,Manager,2.0,1,31.0,166772.54
16.5,PhD,HR,3.7,4,24.3,156915.39
19.3,Master's,HR,3.4,2,57.4,168396.46
4.0,Master's,Software Engineer,2.2,0,25.8,96267.91
12.1,PhD,Software Engineer,1.0,5,34.6,144764.3
8.8,Master's,Analyst,4.9,3,33.3,123715.65
7.0,Master's,Software Engineer,1.2,3,24.6,111384.81
11.5,Master's,HR,3.2,0,24.0,118645.27
15.8,PhD,Analyst,4.4,2,31.3,159625.28
0.9,Bachelor's,Manager,3.5,5,34.7,101113.41
19.4,Master's,Analyst,3.3,3,58.8,167850.3
16.3,Bachelor's,Data Scientist,3.9,5,41.5,163779.5
15.1,Bachelor's,Analyst,2.2,5,56.4,135743.53
15.3,Bachelor's,Software Engineer,2.6,1,25.1,136343.3
8.1,Master's,Manager,1.3,2,29.5,137754.72
15.2,Bachelor's,Data Scientist,1.0,4,26.5,141115.23
8.0,Bachelor's,Analyst,2.1,0,35.0,96938.48
18.0,Bachelor's,Manager,4.3,3,56.7,175392.37
4.0,Bachelor's,Software Engineer,3.4,0,31.8,89877.09
6.2,Master's,Manager,1.6,4,43.8,131818.96
11.3,Bachelor's,Manager,2.7,3,56.6,147681.27
6.7,Bachelor's,Data Scientist,1.1,0,40.1,95463.87
8.8,Master's,HR,4.2,4,41.1,115936.55
10.1,Bachelor's,Software Engineer,2.8,1,42.1,123922.7
17.2,Bachelor's,Data Scientist,2.1,4,31.2,152394.93
10.7,PhD,Data Scientist,4.1,2,36.7,154843.47
7.6,Master's,Data Scientist,4.9,2,53.9,136132.86
5.3,Bachelor's,HR,2.6,4,36.0,79591.21
8.5,Bachelor's,HR,4.1,5,36.8,110307.66
10.6,PhD,Analyst,2.3,5,24.6,136255.18
15.0,Bachelor's,Analyst,4.0,1,38.5,135338.98
2.9,Master's,Software Engineer,4.9,0,23.3,100933.82
4.8,Master's,Software Engineer,3.6,0,30.7,102418.86
7.9,Master's,HR,2.0,1,59.2,104851.63
7.5,PhD,HR,3.8,3,56.2,123622.14
8.1,Bachelor's,HR,4.4,4,44.9,110977.76
16.0,Bachelor's,Data Scientist,2.6,2,48.5,155633.58
6.8,Master's,HR,3.5,2,29.5,100153.74
10.3,PhD,Data Scientist,2.0,2,25.8,140227.8
12.7,PhD,Data Scientist,2.8,5,42.0,163340.16
5.0,Master's,Software Engineer,1.7,5,55.9,111198.51
14.5,PhD,Manager,4.3,0,53.3,180884.78
11.2,Bachelor's,Analyst,1.4,0,43.6,98407.85
9.2,Bachelor's,Analyst,1.2,1,59.4,100487.36
16.3,Bachelor's,Software Engineer,3.1,3,29.9,156617.47
5.2,Bachelor's,Software Engineer,3.3,5,50.7,109346.09
17.7,Master's,HR,4.7,4,31.3,160442.02
11.4,PhD,HR,1.8,2,59.0,134209.19
12.4,Master's,HR,4.1,1,30.6,129202.79
17.6,Master's,Data Scientist,3.6,3,34.6,173807.6
16.4,Bachelor's,Data Scientist,4.0,0,39.1,160360.4
12.2,Master's,HR,1.6,2,32.9,122127.11
15.2,Bachelor's,Data Scientist,2.8,4,31.0,143482.7
8.9,Master's,Software Engineer,2.4,5,38.8,125924.14
11.2,Bachelor's,HR,3.8,2,52.7,114858.96
1.7,Master's,Analyst,3.4,2,50.9,97190.48
2.3,Bachelor's,Analyst,4.9,4,37.8,86533.17
16.7,Master's,Data Scientist,1.6,5,32.5,170207.63
1.7,Bachelor's,Analyst,2.9,1,25.3,68486.75
3.8,Bachelor's,HR,3.8,4,54.8,88721.85
16.0,Bachelor's,Analyst,2.5,5,55.4,144569.87
0.5,Master's,Software Engineer,4.7,5,22.7,93663.35
6.0,Master's,Data Scientist,4.4,4,49.9,124731.3
11.9,PhD,Analyst,4.5,0,55.4,145374.45
12.1,Master's,Data Scientist,3.4,1,49.5,144627.02
15.7,Bachelor's,Software Engineer,2.9,1,33.6,144599.81
10.4,Master's,Analyst,2.5,3,37.2,120764.0
10.4,Bachelor's,HR,1.5,3,32.0,106258.26
14.6,Bachelor's,Manager,4.8,0,41.7,157595.53
10.2,Master's,Analyst,2.1,5,55.6,126458.39
12.4,Bachelor's,Software Engineer,4.2,0,46.9,133719.4
18.0,Bachelor's,Manager,1.0,3,38.3,165211.21
8.3,Master's,Analyst,2.5,3,54.4,119690.91
8.0,Master's,Data Scientist,3.3,1,20.0,116089.03
0.6,Master's,Software Engineer,2.3,3,31.0,78915.21
12.5,Bachelor's,Analyst,1.8,4,37.4,119742.55
1.1,PhD,Software Engineer,1.3,5,43.7,108471.27
10.3,Master's,HR,5.0,2,59.8,130229.51
16.2,Master's,Manager,4.5,4,45.6,189597.47
11.2,Master's,Manager,2.2,5,35.3,156948.09
5.8,Master's,HR,1.1,3,49.0,88627.38
15.8,Bachelor's,Manager,3.2,2,59.4,167113.26
5.8,Master's,Manager,2.3,0,44.5,119542.25
14.8,Master's,HR,1.5,3,34.1,129022.09
12.4,Bachelor's,Data Scientist,4.2,3,47.3,137691.81
3.8,Master's,Manager,2.4,0,38.6,109501.68
18.2,Master's,Data Scientist,4.9,3,41.4,183748.69
4.4,Master's,Software Engineer,3.8,2,58.2,115308.98
19.8,Bachelor's,Software Engineer,4.4,0,37.5,168400.7
0.6,Bachelor's,Manager,3.5,0,32.5,87933.85
5.6,Bachelor's,Software Engineer,3.2,1,45.4,100203.52
4.4,Master's,HR,2.7,3,42.7,88205.38
0.8,Bachelor's,Manager,1.3,1,35.9,92226.74
14.8,Bachelor's,HR,3.9,2,32.1,132215.4
14.0,PhD,Data Scientist,2.4,5,41.0,160838.57
16.0,Bachelor's,Analyst,1.8,2,26.5,132723.84
5.5,Master's,Analyst,1.5,0,30.7,86837.52
9.2,PhD,Manager,1.3,1,54.0,149770.62
13.4,Master's,HR,2.9,3,56.4,139244.87
9.1,Master's,Analyst,4.3,2,35.7,109449.14
14.1,PhD,Manager,1.5,1,53.4,179828.24
12.9,PhD,Analyst,3.1,0,24.1,143150.67
2.7,Master's,Analyst,2.5,4,28.7,84535.92
15.7,Bachelor's,Software Engineer,3.2,0,43.9,145455.57
14.6,Bachelor's,Manager,1.2,5,47.1,159782.86
13.3,Master's,Analyst,3.1,0,30.1,123659.65
3.5,PhD,Manager,3.2,1,57.6,131622.25
5.7,Master's,Software Engineer,4.5,4,44.9,123274.46
8.2,Master's,Manager,1.8,3,56.9,142641.21
6.0,Bachelor's,Software Engineer,4.3,0,24.2,98150.46
4.9,Bachelor's,Analyst,4.0,0,43.3,90899.81
16.2,Bachelor's,Analyst,4.7,4,33.7,150945.56
12.9,Master's,Analyst,4.7,3,54.7,141143.48
11.5,Bachelor's,Software Engineer,4.1,0,20.5,127762.54
4.9,Bachelor's,Data Scientist,4.7,0,50.7,104807.14
18.4,Master's,Software Engineer,2.0,1,26.6,159457.64
4.2,Bachelor's,Software Engineer,1.6,5,55.6,91168.68
16.0,PhD,HR,2.1,1,38.5,138782.95
19.4,Bachelor's,Analyst,4.4,2,26.9,159423.28
14.7,PhD,Analyst,2.3,1,52.7,155540.55
19.9,Bachelor's,HR,4.3,3,40.1,158775.51
13.2,Bachelor's,Data Scientist,2.5,2,22.5,131472.56
4.7,Master's,Manager,4.2,1,21.3,124744.37
4.5,PhD,Analyst,4.4,4,30.1,113619.16
6.8,Bachelor's,Analyst,3.7,1,48.5,101794.12
0.6,Master's,Software Engineer,4.9,5,37.4,101488.78
13.8,PhD,Data Scientist,3.9,1,41.1,162846.51
5.7,Bachelor's,Data Scientist,2.0,5,25.4,105622.54
16.4,Master's,Data Scientist,4.9,1,48.8,170744.61
7.5,Bachelor's,Data Scientist,3.7,5,34.5,121634.46
9.9,Bachelor's,HR,2.7,0,33.4,103710.99
19.3,Bachelor's,Software Engineer,3.0,5,43.3,166098.06
5.2,Bachelor's,HR,4.1,4,50.6,96821.68
14.6,Bachelor's,HR,4.0,2,21.0,127116.21
15.2,Bachelor's,Manager,4.4,0,22.0,157630.62
4.8,Bachelor's,Software Engineer,2.0,4,23.8,93808.4
10.3,Master's,Data Scientist,4.8,2,53.8,149888.82
7.3,Master's,Software Engineer,2.0,5,54.2,122484.57
15.6,Master's,Data Scientist,2.9,1,45.5,160503.93
12.6,Bachelor's,Manager,1.8,0,21.8,143796.82
9.8,PhD,Analyst,2.7,2,50.0,134880.71
15.7,Bachelor's,HR,3.6,1,54.7,140433.93
5.1,Bachelor's,Manager,3.0,0,56.6,121333.06
15.2,Master's,HR,2.0,2,52.1,139829.62
17.4,Master's,Data Scientist,2.5,2,37.9,177081.4
17.6,Bachelor's,Data Scientist,3.4,0,38.4,160729.59
15.8,Bachelor's,Manager,4.6,0,39.9,159900.58
8.5,Master's,Analyst,2.7,5,39.0,115912.93
19.6,Master's,Analyst,3.3,5,40.6,163950.68
7.9,Bachelor's,HR,4.6,2,23.3,103973.15
13.0,PhD,Data Scientist,4.4,3,52.6,169798.06
3.6,Bachelor's,Data Scientist,1.7,1,20.1,85697.05
19.6,Master's,Analyst,2.4,2,21.2,159560.64
14.2,Bachelor's,Data Scientist,4.2,0,21.1,142086.46
15.2,Bachelor's,Data Scientist,3.9,2,56.0,152766.63
1.8,Bachelor's,Manager,4.1,0,59.8,113185.07
15.4,Master's,Analyst,1.6,1,31.9,138382.91
15.6,Bachelor's,Analyst,2.8,5,25.0,137850.52
13.6,Master's,Software Engineer,3.8,0,20.8,143269.32
6.2,PhD,Analyst,2.6,0,56.1,108547.69
10.0,Master's,Analyst,3.3,3,34.3,115959.8
2.7,Bachelor's,Software Engineer,4.0,5,39.7,101643.21
9.7,Bachelor's,Data Scientist,3.0,0,35.0,119298.23
5.3,Bachelor's,Data Scientist,3.4,4,56.3,104105.07
7.3,Bachelor's,HR,2.4,4,53.3,92023.63
3.7,PhD,Data Scientist,2.5,3,55.8,123444.0
5.0,PhD,Analyst,1.8,1,37.2,105515.02
2.0,Bachelor's,HR,5.0,1,28.7,71906.36
18.4,Bachelor's,HR,3.4,0,44.1,148038.26
10.8,PhD,Data Scientist,1.8,3,28.4,139481.36
8.2,Master's,HR,1.7,5,33.0,113355.83
10.9,Master's,Software Engineer,1.9,3,57.8,130110.53
12.8,Bachelor's,HR,3.9,3,54.8,128859.12
18.5,Bachelor's,Manager,3.0,4,37.5,178230.5
4.0,PhD,Software Engineer,3.1,5,32.8,121206.97
6.3,Bachelor's,Analyst,3.8,1,43.2,89737.7
19.5,Master's,Data Scientist,3.9,5,50.5,187902.81
7.7,Bachelor's,Data Scientist,4.0,4,27.8,124405.26
0.9,PhD,Manager,1.3,1,56.3,107006.59
3.4,Master's,Data Scientist,4.3,2,27.5,114584.83
1.0,Bachelor's,Analyst,1.7,0,44.4,56360.41
19.8,Bachelor's,HR,3.5,5,42.0,150420.86
5.9,Master's,Data Scientist,1.9,2,33.2,109376.21
18.5,Bachelor's,Analyst,4.3,5,42.5,161854.36
19.9,Master's,Software Engineer,4.1,0,55.2,185577.76
12.2,Bachelor's,Analyst,1.7,0,33.2,109791.44
1.1,Bachelor's,Manager,3.2,3,55.4,102616.71
2.1,Master's,Analyst,3.9,4,22.5,93609.32
9.9,Master's,Data Scientist,1.7,4,41.4,137222.65
8.4,Bachelor's,HR,1.6,1,31.7,99769.75
12.3,Bachelor's,Analyst,2.5,3,57.2,122464.53
9.1,Master's,Manager,4.7,4,21.9,152906.06
18.7,Master's,Software Engineer,1.3,1,20.7,156311.75
10.9,Bachelor's,Manager,2.4,1,52.4,140832.71
14.0,Bachelor's,Software Engineer,4.2,1,49.6,144444.86
18.0,Bachelor's,Analyst,2.4,4,26.2,147059.1
3.4,Master's,HR,1.2,0,57.7,76603.81
5.0,Master's,Manager,3.5,3,55.0,128079.59
2.6,Bachelor's,HR,4.8,3,29.7,75180.22
3.2,Master's,Analyst,3.3,1,47.4,89389.26
10.5,Bachelor's,HR,4.3,1,37.1,110842.32
6.8,Master's,HR,1.1,1,42.4,90458.71
8.8,Bachelor's,Manager,3.6,1,51.6,131076.76
19.7,Master's,Analyst,1.6,1,45.2,162126.52
3.6,Master's,HR,3.8,1,23.8,87049.75
11.0,Master's,Software Engineer,3.3,5,44.2,149206.47
2.4,PhD,Data Scientist,1.9,3,27.4,108005.32
6.7,Master's,Software Engineer,3.3,5,37.8,128784.17
10.8,Master's,HR,3.7,1,35.7,114140.96
19.0,Bachelor's,Analyst,4.6,0,23.3,143775.33
8.1,Bachelor's,Software Engineer,4.6,2,24.0,113886.65
1.8,PhD,Analyst,4.7,5,51.5,105537.7
8.1,PhD,Software Engineer,4.4,5,43.0,139878.89
3.3,Master's,Analyst,3.2,4,58.9,97128.17
5.0,Bachelor's,HR,4.4,4,58.1,98478.19
12.6,PhD,Manager,3.9,5,27.6,171628.74
1.8,Bachelor's,Software Engineer,4.0,3,54.2,95208.11
9.6,Bachelor's,Analyst,1.6,4,33.0,111363.3
12.4,Master's,Software Engineer,1.7,1,26.9,136651.42
8.7,Bachelor's,Analyst,1.7,0,38.1,96866.39
0.9,Bachelor's,Analyst,1.8,3,31.4,64419.08
19.7,Master's,Manager,2.7,3,40.3,195878.81
7.7,Bachelor's,Analyst,2.3,0,45.9,103548.75
15.7,PhD,Software Engineer,1.2,5,32.1,165015.55
6.9,PhD,HR,3.9,1,41.8,117787.55
9.8,Master's,Data Scientist,2.6,3,45.0,139180.75
8.1,PhD,Analyst,1.3,0,44.6,112317.26
7.2,Master's,Data Scientist,4.2,1,57.0,130473.54
0.9,Master's,HR,1.1,5,45.9,76021.15
7.5,Master's,Data Scientist,3.2,0,33.3,127095.36
17.8,Bachelor's,Analyst,4.0,1,23.8,144753.65
14.0,Bachelor's,Software Engineer,2.5,4,39.5,135933.5
3.3,Master's,Manager,3.3,0,43.0,114413.52
12.0,Master's,Analyst,1.2,1,42.3,122423.13
17.9,Master's,Analyst,1.9,2,42.0,150596.4
14.2,Master's,Manager,3.7,4,35.0,173905.5
3.4,Master's,Manager,4.2,3,58.3,130528.58
17.4,Master's,Manager,1.5,0,44.5,162456.91
6.4,Bachelor's,Manager,4.9,1,28.9,128328.9
9.4,Bachelor's,Manager,2.6,3,20.3,131163.68
10.8,Master's,Analyst,4.7,3,42.8,133532.31
17.1,Bachelor's,Data Scientist,3.2,5,49.9,167638.49
18.7,PhD,Software Engineer,3.6,3,24.4,174156.52
18.6,Master's,Analyst,1.7,3,38.7,154986.65
0.7,Master's,HR,4.5,1,58.9,84912.57
18.5,PhD,Analyst,1.3,5,39.8,170418.95
1.6,Master's,Analyst,4.9,1,54.1,90310.08
5.7,Bachelor's,Data Scientist,2.6,5,25.6,107589.49
10.5,Master's,Manager,1.7,2,38.1,144368.65
9.9,Bachelor's,HR,3.4,2,34.1,107866.94
12.3,Bachelor's,Data Scientist,4.5,1,21.1,145527.54
9.8,Bachelor's,Software Engineer,2.6,5,40.8,117858.16
18.7,Master's,HR,1.0,1,35.9,142957.65
5.2,Master's,HR,4.5,2,44.5,101074.72
5.8,Bachelor's,Data Scientist,3.3,1,41.9,109400.48
18.5,Bachelor's,HR,1.4,0,38.1,135947.0
2.0,Master's,Analyst,4.6,5,24.0,88535.69
12.4,Bachelor's,Analyst,4.1,0,37.7,124620.72
13.8,Bachelor's,Manager,3.1,0,58.8,156027.19
10.4,Master's,Data Scientist,2.8,0,31.0,133771.05
14.0,Bachelor's,Analyst,3.8,3,35.4,130603.2
3.9,Bachelor's,HR,2.4,0,53.7,78598.09
17.1,Bachelor's,HR,3.6,5,40.8,149964.37
3.2,Master's,Analyst,1.6,5,20.1,89883.36
8.3,Master's,Data Scientist,1.6,2,41.6,119727.99
2.0,PhD,Data Scientist,2.2,5,54.9,111336.44
11.1,Master's,Software Engineer,4.5,3,47.6,147700.02
13.6,Bachelor's,Data Scientist,4.4,2,50.3,147245.37
18.9,Bachelor's,Analyst,3.0,4,21.5,145885.25
14.9,Bachelor's,Software Engineer,3.3,4,27.2,142704.61
11.1,Master's,HR,3.5,1,43.4,119638.94
18.7,Master's,Analyst,2.5,3,26.1,156535.23
9.8,Master's,Manager,3.8,0,50.2,146682.84
11.4,Bachelor's,Manager,3.4,4,29.1,137910.83
12.1,Bachelor's,Data Scientist,2.4,3,32.7,134818.71
8.5,Bachelor's,Software Engineer,2.1,0,21.7,106845.4
16.9,Master's,Software Engineer,4.9,4,37.1,172195.25
4.1,Bachelor's,HR,2.1,1,30.2,75587.8
11.3,Master's,Data Scientist,1.7,2,21.3,136177.54
14.6,Bachelor's,Software Engineer,4.3,1,25.4,137362.23
18.1,Master's,Analyst,4.2,4,35.7,164200.83
17.7,Bachelor's,HR,2.0,2,33.7,137653.37
10.4,Bachelor's,Software Engineer,4.4,4,54.4,135304.29
13.0,Bachelor's,Manager,4.6,4,32.1,162669.48
8.2,Bachelor's,Manager,2.3,0,36.6,123903.43
9.6,Bachelor's,Software Engineer,2.3,3,36.3,118285.09
18.2,Master's,Manager,1.5,5,44.0,186899.72
18.6,Bachelor's,Analyst,3.4,2,56.1,158459.59
18.0,Bachelor's,HR,3.8,5,47.0,151457.3
3.2,Master's,Analyst,1.3,1,53.5,91413.46
17.1,Master's,Manager,1.8,2,27.5,172481.74
19.0,Bachelor's,Software Engineer,2.1,3,53.6,161030.83
7.5,Master's,Software Engineer,2.8,5,48.0,129374.98
10.6,Master's,HR,4.3,3,31.8,120778.79
15.7,Bachelor's,Manager,1.9,3,55.8,168773.99
11.5,Master's,Manager,4.2,0,46.6,153874.57
19.9,Bachelor's,Manager,4.6,4,38.7,185418.71
9.4,Bachelor's,Data Scientist,1.8,1,48.2,116681.83
14.4,PhD,Software Engineer,5.0,5,20.3,171976.71
16.0,Bachelor's,Manager,3.1,1,32.9,158340.58
10.1,Bachelor's,HR,3.2,1,51.1,105297.69
17.2,PhD,Data Scientist,3.5,2,54.4,182083.46
11.2,Master's,Manager,4.2,0,52.0,144892.02
8.5,Master's,Software Engineer,3.6,0,49.2,130709.44
2.6,Master's,Data Scientist,3.9,1,39.9,99034.06
8.2,Master's,Analyst,2.8,1,27.6,113284.25
14.8,Master's,HR,3.4,5,24.4,145571.9
18.5,Bachelor's,Software Engineer,2.0,3,57.0,163518.48
5.4,Bachelor's,Analyst,2.5,2,28.4,86842.6
7.4,Bachelor's,Software Engineer,3.5,3,29.8,110681.35
3.5,Bachelor's,HR,1.2,4,48.9,82241.94
14.0,Bachelor's,Manager,3.3,3,50.2,168221.11
19.2,Master's,Analyst,3.2,4,36.3,158079.5
13.0,Bachelor's,Analyst,1.7,4,23.0,122961.69
12.5,Bachelor's,Data Scientist,4.7,3,39.4,143925.33
11.3,Master's,Manager,1.3,1,52.5,156175.32
2.2,Master's,HR,1.2,3,55.3,80733.37
14.7,PhD,Data Scientist,4.4,4,46.0,173903.51
12.2,Master's,Analyst,4.4,0,47.4,131337.39
13.4,PhD,Software Engineer,2.6,4,21.0,154368.33
18.0,Master's,HR,4.9,5,28.5,152790.47
15.8,Master's,Data Scientist,4.9,2,49.9,166621.95
15.7,PhD,Manager,1.5,0,41.2,168355.02
18.6,Master's,Software Engineer,2.9,3,43.5,161500.81
19.8,Master's,Data Scientist,1.2,4,52.4,182348.72
11.8,Master's,HR,2.4,5,46.8,131285.49
2.6,Bachelor's,Software Engineer,1.3,0,36.8,82251.62
9.5,PhD,Data Scientist,1.6,1,59.0,137383.71
15.9,Master's,Data Scientist,4.6,3,29.7,169982.47
1.0,Master's,HR,4.4,4,33.6,82524.64
1.6,Bachelor's,Manager,4.4,5,46.7,105276.4
1.8,Bachelor's,Software Engineer,1.1,2,29.3,74201.56
14.8,Bachelor's,Data Scientist,3.3,1,35.2,141339.97
10.3,Master's,HR,4.1,2,47.7,116198.55
7.7,PhD,Data Scientist,3.8,0,33.5,131248.91
2.6,Bachelor's,HR,3.0,2,22.3,67172.77
14.8,Master's,HR,1.5,4,42.4,139675.52
6.8,Bachelor's,Data Scientist,4.1,4,50.8,118301.8
5.7,Bachelor's,HR,4.6,2,49.7,98743.53
13.2,Bachelor's,Software Engineer,2.1,0,44.8,135279.9
11.4,Master's,HR,3.2,4,50.6,129302.93
7.6,PhD,Manager,3.0,4,28.0,144492.18
13.0,Bachelor's,Manager,3.9,2,49.4,150995.4
5.8,Master's,HR,4.7,2,22.0,96438.23
16.0,Master's,Software Engineer,2.8,0,49.6,159440.44
5.0,Bachelor's,Analyst,2.8,1,22.0,86529.08
3.6,PhD,Analyst,1.9,3,50.9,101177.64
15.8,PhD,Software Engineer,1.7,3,55.4,168278.32
14.3,Bachelor's,Manager,1.2,3,53.2,147652.57
4.1,Master's,HR,4.3,2,33.9,91066.59
2.8,Bachelor's,Data Scientist,2.6,4,59.0,101029.5
16.8,Master's,HR,1.3,4,40.7,141673.47
15.6,Master's,HR,3.2,5,35.2,141023.83
6.9,Bachelor's,Analyst,2.3,1,43.3,90652.31
13.3,PhD,HR,4.9,4,32.2,143618.08
2.9,Master's,Analyst,2.8,2,27.1,82051.87
